['solidity']	['dapp', 'core']
['backend', 'server', 'engineer', 'cs', 'os']	['isms', 'iso', 'iec', 'pci', 'dss', 'cisa', 'cissp', 'cppg']
['low', 'latency', 'speech', 'text', 'llm', 'linux', 'gcc']	['vllm', 'llm', 'aws']
['sw', 'linux', 'middleware', 'bsp', 'automotive', 'bluetooth', 'wifi', 'git', 'repo', 'genivi', 'android', 'platform']	['network', 'linux', 'si']
['openai', 'gpt', 'google', 'gemini', 'llm', 'llama', 'mistral', 'qwen', 'ml', 'computer', 'science', 'ai', 'engineering', 'fine', 'tuning', 'alignment', 'end']	['public', 'azure', 'aws', 'gcp', 'ncp', 'premise', 'idc', 'iot', 'os', 'windows', 'linux', 'web', 'app', 'was', 'kuberneties', 'ci', 'cd', 'iac']
['tech', 'lead', 'manager', 'growth', 'squad', 'operation', 'leadership', 'hands', 'development', 'full', 'stack', 'technical', 'strategy']	['preferred', 'qualifications', 'phd', 'computer', 'science', 'electrical', 'engineering', 'robotics', 'related', 'filed', 'with', 'least', 'years', 'industry', 'adas', 'ad', 'experience', 'especially', 'sensor', 'calibration', 'excellent', 'foundation', 'vision', 'particular', 'geometric', 'including', 'slam', 'structure', 'from', 'motion', 'multiple', 'view', 'geometry', 'pose', 'estimation', 'mathematical', 'fundamentals', 'linear', 'algebra', 'computational', 'vector', 'calculus', 'probability', 'theory', 'numeric', 'optimization', 'understanding', 'software', 'development', 'best', 'practices', 'coding', 'standards', 'code', 'reviews', 'design', 'patterns', 'source', 'control', 'management', 'test', 'autom', 'ation.', 'strong', 'programming', 'skills', 'similar', 'lang', 'uages.']
['ios', 'native', 'app', 'w.', 'ui', 'iot', 'engineer']	['gcp', 'aws', 'google', 'analytics', 'gtm']
['matching', 'moment', 'feed', 'chat', 'call', 'payment', 'po', 'ui', 'react', 'native', 'android', 'ios', 'yoga', 'shadow', 'node', 'bridge', 'module', 'restapi', 'api', 'kotlin', 'boot', 'query', 'dsl', 'grpcio', 'pydantic', 'sqlalchemy', 'gorm', 'entgo', 'webrtc', 'mediaserver', 'express', 'compose', 'xml', 'uikit', 'vercel', 'ssr', 'csr', 'infra', 'aws', 'ec', 'eks', 'rds', 'aurora', 'nosql', 'dynamodb', 'msk', 'data', 'engineer', 'pandas', 'jupyter', 'notebook', 'bigquery', 'rxjs']	['msa', 'domain', 'driven', 'design', 'project', 'leader']
['react', 'restful', 'api', 'html', 'css', 'git']	['ml', 'high', 'availability', 'gpu', 'asplos', 'hpdc', 'isca', 'micro', 'pact', 'pldi', 'ppopp', 'sc']
['key', 'responsibilities', 'technical', 'product', 'manager', 'hopae', 'be', 'instrumental', 'defining', 'delivering', 'innovative', 'products', 'meet', 'needs', 'our', 'global', 'enterprise', 'clie', 'nts.', 'work', 'closely', 'with', 'cross', 'functional', 'teams', 'ensure', 'technologies', 'services', 'are', 'effectively', 'developed', 'dep', 'loyed.', 'define', 'roadmap', 'requirements', 'based', 'industry', 'trends', 'customer', 'pain', 'points', 'team', 'research', 'business', 'ins', 'ights.', 'manage', 'backlog', 'prioritize', 'features', 'coordinate', 'development', 'timely', 'delivery', 'high', 'quality', 'pro', 'ducts.', 'develop', 'user', 'personas', 'stories', 'detailed', 'specifications', 'guide', 'pr', 'ocess.', 'monitor', 'evaluate', 'performance', 'making', 'data', 'driven', 'decisions', 'enhance', 'functionality', 'exper', 'ience.', 'collaborate', 'stakeholders', 'alignment', 'vision', 'strategy', 'als.', 'qualifications', 'bachelor', 'master', 'degree', 'computer', 'science', 'engineering', 'security', 'related', 'field.', 'minimum', 'years', 'experience', 'technology', 'co', 'mpany.', 'strong', 'understanding', 'management', 'principles', 'including', 'agile', 'methodologies', 'centered', 'esign.', 'fee', 'dback.', 'excellent', 'communication', 'project', 'kills.']	['rest', 'api', 'agile', 'sw', 'architect']
['ux', 'ui', 'agile', 'ios', 'android', 'jest', 'detox', 'restful', 'api', 'apple', 'app', 'store', 'google', 'play', 'git']	['delphi']
['ethereum', 'base', 'polygon', 'aptos', 'ripple', 'solana', 'node.js', 'nest', 'js', 'typeorm', 'aws', 'gcp', 'linux', 'erc', 'etl']	['ai', 'red', 'team', 'cti', 'cyber', 'threat', 'intelligence']
['pl', 'aws', 'db', 'rest', 'api', 'gradle', 'kotlin', 'boot', 'batch', 'jpa', 'mybatis', 'querydsl', 'rds', 'git', 'harness', 'ecs', 'datadog']	['agile', 'shell']
['cmp', 'front', 'end', 'html', 'css', 'vue.js', 'intellij', 'openstack', 'vmware', 'framework', 'git']	['sql', 'istqb', 'cste', 'database', 'api', 'test', 'web', 'ios', 'android', 'ux']
['cmp', 'wbs', 'rdbms']	['mvc', 'mvvm', 'flutter', 'method', 'channel', 'kotlin']
['raft', 'msa', 'rdbms', 'nosql', 'restful', 'api', 'ci', 'cd', 'ai', 'aws', 'gcp', 'azure']	['cissp', 'ceh', 'aws', 'security', 'specialty', 'vpn']
['pc', 'socket', 'rdbms', 'mfc']	['ios', 'aos', 'admin', 'page', 'react']
['frontend', 'react']	['ai', 'cv', 'physical', 'computing']
['isms', 'aws']	['android', 'react', 'css', 'database', 'sql', 'server', 'aws']
['app', 'server', 'kotlin', 'android', 'compose', 'mvvm', 'ios', 'rxswift', 'web', 'react']	['di', 'sdk', 'bluetooth', 'ble', 'testable']
['web', 'jo', 'ongna.com', 'seo', 'react', 'next.js', 'tanstack', 'query', 'swr', 'aws', 'devops']	['asp.net', 'api', 'sql', 'azure', 'cosmos', 'db', 'aws', 'clean', 'architecture', 'production', 'ci', 'cd']
['ci', 'cd', 'slo', 'sla', 'sli', 'error', 'budget', 'container', 'node.js']	['terraform', 'eks', 'gke', 'cloudflare']
['si', 'front', 'office', 'back', 'web', 'app', 'react', 'vue.js', 'jsp', 'msa', 'ci', 'cd', 'pl', 'vue', 'framework', 'pm']	['tvm', 'xla']
['saas', 'fincatch', 'check', 'fos', 'buy', 'side', 'oms', 'fix', 'krx', 'nxt', 'one', 'day', 'pro', 'ipc']	['testrail', 'istqb', 'csts', 'sw', 'web', 'test', 'qa', 'engineer']
['ums', 'push', 'backend', 'ms', 'sql']	['ios', 'webview', 'rn', 'android', 'viewmodel', 'room', 'jetpack', 'compose', 'coroutine', 'google', 'play', 'one', 'store', 'apk']
['devops', 'ci', 'cd', 'pipeline', 'workflow', 'engineering', 'based', 'paas', 'pre', 'poc', 'bmt', 'msa', 'devsecops', 'aws', 'azure', 'gcp', 'iac', 'circleci', 'git', 'bash', 'shell', 'gradle', 'maven', 'makefile', 'agile', 'efk', 'elk', 'stack', 'ncp', 'kt', 'cloud', 'nhn', 'terraform', 'chef', 'puppet']	['unreal', 'engine', 'webgl', 'gpu', 'android', 'ios', 'web', 'graphics']
['pms', 'property', 'management', 'system', 'ui', 'ux', 'api', 'boot', 'html', 'css', 'react', 'vue.js', 'git']	['hwpx', 'docx', 'pdf', 'restful', 'api', 'computer', 'vision', 'llm', 'ai', 'engineer']
['ppt', 'word', 'excel']	['soc', 'sw', 'security', 'ip', 'usb', 'pcie', 'ddr', 'mipi', 'isp']
['feature', 'api', 'qa', 'weak', 'code', 'ownership', 'collective', 'review', 'pull', 'request', 'troubleshooting', 'crash', 'responsiveness', 'architectural', 'improvement', 'android', 'kotlin', 'jvm', 'cs', 'rxjava', 'coroutine', 'thread', 'safe', 'git']	['clean', 'architecture', 'hexagonal']
['ui', 'ux', 'gtk', 'nfc', 'kds', 'qc', 'html', 'css', 'react', 'node.js', 'restful', 'api', 'sql', 'nosql', 'git']	['os', 'network']
['software', 'engineer', 'creator', 'community', 'po', 'pd', 'da', 'dor', 'ai', 'voc', 'record', 'edit', 'node.js', 'react', 'windows']	['freertos', 'linux', 'sw', 'svn', 'fluent']
['talk', 'ai', 'dx', 'digital', 'twin', 'simulation', 'robotics', 'action', 'policy', 'synthetic', 'data', 'generation', 'framework', 'stable', 'baselines', 'rllib', 'acme', 'vae', 'diffusion', 'models', 'nvidia', 'cosmos', 'computer', 'vision', 'cnns', 'transformers', 'vits', 'image', 'tokenizer', 'omniverse', 'isaac', 'sim']	['ai', 'kaggle', 'challenge']
['thkc', 'pc', 'mobile', 'qa', 'cs', 'sdlc']	['salesforce', 'pardot', 'sales', 'cloud', 'commerce', 'service', 'apex', 'lwc', 'sql']
['digital', 'therapeutics', 'mvp', 'aws', 'gcp', 'react', 'next.js', 'postgres', 'pm', 'ra']	['aem', 'si']
['ai', 'django', 'node.js', 'boot', 'git', 'rdbms', 'nosql', 'db', 'toeic']	['emr', 'vital', 'sign', 'lab', 'data', 'ai']
['ci', 'cd', 'pipeline', 'platform', 'front', 'end', 'html', 'css', 'vue.js', 'webpack', 'intellij', 'react.js', 'cloud', 'aws', 'gcp', 'openstack', 'argocd']	['experience', 'working', 'web', 'applications', 'data', 'system', 'technologies', 'with', 'diagrams', 'code']
['ai', 'iot', 'linux']	['flutter', 'create', 'project', 'ui', 'ux', 'riverpod', 'ios']
['keeper', 'platform', 'mro', 'ai', 'prd', 'agile', 'scrum', 'po', 'pm', 'saas']	['rag']
['np', 'igaming', 'agent', 'affiliate', 'asp.net', 'core', 'api', 'ux']	['experience', 'with', 'building', 'managing', 'infrastructure', 'above', 'mau', 'million', 'users', 'knowledge', 'architecture', 'designing', 'implementing', 'operating', 'cloud', 'solutions', 'aws', 'platforms', 'golang', 'frameworks']
['nlp', 'top', 'tier', 'sci']	['google', 'playstore', 'thread', 'mvp', 'mvvm', 'git']
['tokio', 'git', 'linux', 'json', 'rpc', 'hash']	['rdbms', 'ci', 'cd', 'aws']
['flit', 'esim', 'android', 'ios', 'figma', 'ui', 'ux', 'restful', 'api', 'http', 'git', 'pull', 'request', 'merge', 'code', 'review', 'codepush']	['wandb', 'neptune', 'insight', 'opencv', 'aws', 'gcp']
['unified', 'logging', 'system', 'confluent', 'amundsen', 'initiative', 'slo', 'expectation', 'redshift', 'athena', 'iceberg', 'acid', 'fluentbit', 'loki', 'approve', 'gitploy', 'datadog', 'aws', 'cloudwatch', 'gcp', 'cloud', 'native', 'scheduler', 'prefect', 'oozie', 'cs', 'os']	['ai', 'ml', 'kotlin', 'terraform', 'opencv']
['django', 'pydantic', 'aws', 'aurora', 'db', 'tortoise', 'orm', 'auroradb', 'redmine', 'git', 'ec', 'rds', 'elastic', 'beanstalk', 'rdbms', 'nosql']	['radar']
['pci', 'dss']	['solidity', 'move']
['devops', 'engineer', 'software', 'ci', 'cd', 'aws', 'gcp', 'gke', 'cloud', 'run', 'caas', 'alibaba', 'terraform', 'bigquery', 'actions', 'datadog']	['pos', 'tcp', 'websocket']
['ssem', 'rdbms']	['preferred', 'qualifications', 'experience', 'with', 'management', 'single', 'sign', 'sso', 'solutions', 'such', 'okta', 'streamline', 'license', 'familiarity', 'procurement', 'certification', 'process', 'equipment', 'across', 'multiple', 'countries', 'ensuring', 'compliance', 'local', 'regulations', 'standards']
['sw', 'linux', 'middleware', 'application', 'automotive', 'git', 'repo']	['ux', 'ui']
['frontend', 'ui', 'ux', 'react', 'vue', 'rest', 'api']	['api', 'material', 'ui', 'semantic', 'ant', 'design', 'framework']
['ai', 'api']	['team', 'work', 'commitment', 'growth', 'mindset', 'dialogue', 'discusion', 'excellency', 're', 'think']
['api', 'mvp', 'agile', 'ci', 'cd', 'devops', 'nest.js', 'node.js', 'kotlin']	['oauth', 'jwt']
['platform', 'front', 'end', 'html', 'css', 'vue.js', 'webpack', 'intellij', 'cs', 'vue', 'javscript', 'framework', 'git']	['qa', 'istqb', 'csts']
['etl', 'cloud', 'native', 'react.js', 'framework', 'figma', 'html', 'css']	['llm', 'terraform', 'ci', 'cd', 'git']
['about', 'role', 'vessl', 'ai', 'mlops', 'what', 'golang', 'platform', 'qualifications', 'ml', 'container', 'orchestration', 'aws', 'gcp', 'azure', 'cloud']	['swiftui', 'architectural', 'pattern', 'agile', 'scrum']
['pm', 'ms', 'sql', 'react', 'node.js', 'vue.js']	['istqb', 'csts', 'qa', 'api', 'tool']
['llm', 'rag', 'multi', 'modal']	['roi']
['knative', 'faas', 'msa', 'argocd', 'rke', 'longhorn']	['native', 'android', 'ios', 'aso']
['altair', 'slc', 'sas', 'base']	['linux', 'device', 'driver', 'api', 'fusa', 'sw', 'onnx', 'ml', 'framework']
['hw', 'eda', 'sw', 'npu', 'deep', 'learning', 'network', 'sge', 'sun', 'grid', 'engine', 'web', 'service', 'scalable', 'ci', 'cd', 'shell', 'git', 'premise']	['aws', 'jpa', 'querydsl', 'itil', 'pmp']
['saas', 'react', 'native', 'sprint', 'gps', 'iot', 'soket']	['gstreamer', 'ffmpeg', 'ci', 'cd']
['ui', 'ux', 'vue', 'nuxt', 'html', 'css']	['sql']
['etl', 'elt', 'streamlit', 'google', 'cloud', 'platform', 'gcp', 'ml', 'ai', 'prefect', 'dagster', 'aws', 'azure', 'databricks', 'sql', 'git', 'compose']	['ros']
['lever', 'xpert', 'cpu', 'memory', 'disk', 'aws']	['mlops', 'tools', 'platforms', 'other', 'model', 'deployment', 'monitoring', 'management', 'relational', 'sql', 'nosql', 'databases', 'including', 'postgres', 'cassandra', 'data', 'pipeline', 'workflow', 'aws', 'cloud', 'services', 'ec', 'emr', 'rds', 'redshift', 'object', 'oriented', 'function', 'scripting', 'languages']
['ai', 'saas', 'product', 'release', 'ui', 'vue.js', 'hightchart', 'rest', 'api', 'git']	['kotlin', 'langchain', 'ai', 'llm', 'db', 'rag']
['front', 'end', 'web', 'app', 'engineer', 'commerce', 'flutter', 'api', 'react', 'next.js', 'aws', 'eks', 'ecr', 'cloud', 'rds', 'aurora', 'serverless', 'ses', 'ci', 'cd', 'postman']	['llm', 'rpa', 'cuda', 'programming']
['etl', 'programming']	['bi', 'dbt']
['ai', 'generative', 'react', 'next', 'ui', 'ux', 'typscript', 'query', 'rest', 'api', 'web', 'socket']	['nav', 'framework']
['dev', 'api', 'aws', 'ec', 'fargate', 'rds', 'managed', 'services', 'terraform', 'infrastructure', 'code', 'iac', 'actions', 'argocd', 'ci', 'cd', 'apm', 'application', 'performance', 'monitoring', 'iso', 'boot', 'rocketmq', 'kotlin']	['linux', 'web', 'was', 'container', 'openshift', 'si']
['llm', 'ai', 'ml', 'huggingface', 'transformer', 'fine', 'tuning', 'nlp', 'information', 'retrieval']	['physics', 'animation']
['align', 'scrum', 'kanban', 'frontend', 'backend', 'software', 'quality', 'assurance', 'functional', 'non', 'samd', 'medical', 'device', 'digital', 'pathology', 'technical', 'program', 'manager', 'product', 'launch']	['preferred', 'qualifications', 'years', 'experience', 'ad', 'adas', 'project', 'teams', 'embedded', 'software', 'development', 'strong', 'knowledge', 'automotive', 'processes', 'e.g.', 'aspice', 'iso']
['vcu', 'stm', 'cortex', 'firmware']	['net', 'with', 'framework', 'web', 'socket', 'mvp', 'mvvm', 'mvc', 'db', 'restful', 'api', 'classic', 'asp', 'git', 'svn']
['cx', 'saas']	['kotlin']
['node.js', 'esm', 'nest.js', 'prisma', 'msa', 'aws', 'vscode', 'chatgpt', 'db', 'rest', 'linux']	['agile', 'tecnical', 'program', 'manager', 'pre', 'test', 'pdf']
['van', 'boot', 'sts', 'jstl', 'vue', 'jquery', 'oracle', 'db', 'intellij', 'firebase', 'http', 'api', 'push', 'aws', 'svn', 'git']	['aws', 'databricks', 'airbyte', 'perfect', 'workflow', 'manager']
['hybrid', 'idc', 'cloud', 'infra', 'finops', 'help', 'desk', 'linux', 'os', 'network', 'tcp', 'devops', 'aws', 'gcp', 'platform', 'container', 'data', 'pipeline']	['gdpr', 'coppa', 'iso']
['django', 'react', 'next.js', 'excel', 'csv', 'json', 'xml', 'rest', 'api']	['native', 'android', 'ios']
['erp', 'react', 'html', 'css', 'node.js', 'git']	['msa', 'git']
['feature', 'edge', 'ai', 'data']	['web', 'api', 'android', 'ios', 'windows', 'aws', 'gcp', 'azure', 'openstack']
['rs', 'usb', 'spi']	['restful', 'api', 'aws', 'azure']
['ui', 'ux', 'react', 'next.js']	['lgtm', 'application', 'aws', 'gcp', 'azure', 'agile', 'scrum']
['nest.js', 'restful', 'api']	['service', 'based', 'app.', 'odata', 'json', 'restfull', 'erp', 'hana', 'database']
['kotlin', 'gradle', 'boot', 'cloud', 'gateway', 'config', 'eureka', 'jpa', 'hibernate', 'mybatis', 'mariadb', 'git', 'aws', 'codedeploy', 'terraform', 'loki', 'tempo', 'app', 'web', 'rest', 'api', 'qa']	['openai', 'api', 'claude', 'ai', 'data', 'pipeline', 'devops', 'mlops']
['skt', 'tmap', 'kb', 'crm', 'customer', 'relation', 'management', 'git', 'framework', 'jquery', 'base', 'ui', 'aws']	['react', 'native', 'webview', 'containerd', 'aws', 'webrtc', 'subscription']
['infrablockchain', 'infradid', 'sdk', 'polkadot', 'substrate', 'eosio', 'antelope', 'ethereum', 'cosmos', 'solana', 'aptos', 'sui', 'ton', 'proof', 'transaction', 'zero', 'knowledge', 'cryptography', 'blockchain']	['cncf', 'msa', 'isms', 'iso', 'csap']
['html', 'css', 'js', 'scss', 'seo']	['ai', 'linux']
['design', 'develop', 'user', 'friendly', 'responsive', 'front', 'end', 'interfaces', 'using', 'modern', 'frameworks', 'e.g.', 'react', 'vue.js', 'robust', 'scalable', 'back', 'efficient', 'algorithms', 'data', 'structures', 'ensuring', 'adherence', 'coding', 'best', 'practices', 'perform', 'unit', 'integration', 'tests', 'continuous', 'deployment', 'write', 'comprehensive', 'technical', 'documents', 'each', 'development', 'cycle', 'provide', 'timely', 'support', 'prototypes', 'products', 'other', 'various', 'teams', 'effective', 'apis', 'responsible', 'collaborate', 'with', 'within', 'company', 'bachelor', 'degree', 'computer', 'science', 'related', 'fields', 'years', 'experience', 'web', 'application', 'building', 'large', 'scale', 'software', 'applications', 'databases', 'designing', 'integrating', 'rest', 'relational', 'database', 'schema', 'adaptation', 'mass', 'systems', 'familiar', 'oracle', 'servers', 'apache', 'nginx', 'ui', 'ux', 'proficient', 'node.js', 'vue', 'debugging', 'optimization', 'techniques', 'proactive', 'self', 'motivated', 'individual', 'capable', 'thriving', 'rapidly', 'changing', 'environment', 'possesses', 'excellent', 'problem', 'solving', 'skills']	['aws', 'azure', 'ci', 'cd', 'circleci', 'flutter', 'seo', 'web']
['sellercanvas', 'ai', 'api', 'model', 'msa', 'frontend', 'product', 'designer', 'aws', 'argocd', 'infrastructure', 'ml', 'mlops', 'sdk', 'webhook', 'backend', 'ecr', 'ci', 'cd', 'cdk', 'microservice', 'golang', 'django', 'restapi', 'orm', 'sql', 'query', 'uvicorn', 'poetry', 'sqlalchemy', 'sqs', 'git', 'eks', 'new', 'relic']	['mlops', 'ml', 'workflow', 'aws', 'azure', 'gcp']
['aws', 'gcp', 'azure']	['macos']
['dbms', 'pci', 'dss', 'isms', 'msa', 'restapi', 'native', 'cloud', 'aws', 'cissp', 'oscp', 'crest']	['iso', 'soc', 'cppg', 'auditor']
['ocr', 'cv', 'nlp', 'document', 'ai', 'research', 'machine', 'learning', 'framework']	['database', 'multi', 'thread']
['ai', 'device', 'model', 'depth', 'estimation', 'story', 'video', 'generation', 'multi', 'modal', 'zero', 'shot', 'gap', 'nlp', 'vision']	['jest', 'devops']
['ios', 'lysn', 'dear', 'bubble', 'objective', 'restful', 'api', 'architecture']	['provider', 'riverpod', 'getx', 'android', 'ios', 'native', 'git', 'figma']
['adc', 'api', 'rest', 'linux']	['api', 'e.g.', 'web']
['nsap']	['api', 'aws', 'wms', 'fulfillment']
['net', 'api', 'crm', 'app', 'web', 'boot', 'db']	['git', 'firebase', 'rest', 'api']
['sk', 'storage', 'afa', 'nas']	['llamaindex', 'langchain', 'llm', 'framework', 'data', 'workflow', 'management', 'perfect', 'ai', 'native', 'development']
['taggingbox', 'saas', 'sdk', 'api', 'restful', 'aws', 'gcp', 'azure']	['sast', 'dast']
['bnpl', 'back', 'office', 'react', 'next.js', 'vue.js', 'html', 'css']	['ci', 'cd', 'websocket', 'webrtc', 'webview', 'swiftui', 'uikit', 'autolayout', 'rest', 'api', 'xctest', 'quick', 'nimble', 'flutter', 'bloc', 'cubit', 'provider', 'stream', 'rxdart', 'git']
['seo', 'rapid', 'rough', 'right', 'ui', 'nuxt.js', 'ejs', 'jquery', 'ux', 'vue.js', 'pinia', 'tanstack', 'query', 'scss', 'npm', 'vite', 'ci', 'cd', 'aws', 'eslint', 'prettier', 'react', 'spa', 'next.js', 'ssr', 'eks', 'git']	['vmware', 'sre', 'devops', 'shell', 'script']
['insight', 'aia', 'group', 'local', 'reporting', 'committee', 'kpi', 'tech', 'planning']	['backend', 'mobile', 'app']
['chatbot', 'api', 'chatgpt', 'plugin', 'rag', 'prompt', 'engineering', 'few', 'zero', 'shot', 'learning', 'nlp', 'search', 'modeling', 'nlu', 'dm', 'nlg', 'qa', 'chitchat', 'gemini', 'claude', 'huggingface']	['premise', 'aws']
['qa', 'discovery', 'mobile', 'web', 'backend', 'ci', 'cd', 'ui', 'ux', 'bug']	['pm', 'pl', 'tdd']
['express']	['android', 'app', 'qt']
['dbms', 'data', 'mariadb', 'aws', 'rds', 'premise', 'sql']	['devops', 'ci', 'cd', 'ai', 'ml', 'llm']
['ui', 'ux', 'css', 'react', 'git']	['point', 'cloud', 'slam', 'vps']
['lang']	['linux', 'script', 'fpga']
['ai', 'dentbird', 'solutions', 'web']	['visual']
['site', 'reliability', 'engineer', 'studio', 'xid', 'korea', 'aws', 'gcp', 'cloud', 'server', 'hardening', 'backup', 'recovery', 'eks', 'ecs', 'rds', 'lambda', 'vpc', 'cloudfront', 'cloudwatch', 'efs', 'infra', 'management', 'terraform', 'argocd', 'linux', 'os', 'bash', 'shell', 'container', 'environment', 'compose', 'monitoring', 'thanos', 'sentry', 'logging', 'loki', 'security', 'paloalto', 'wazuh', 'amazon', 'insepctor', 'patch', 'manager', 'premise', 'infrastructure', 'code', 'pod', 'observability', 'metric', 'logs', 'tracing', 'ex.', 'ci', 'cd', 'apm']	['rag', 'bert', 'gpt', 'ai', 'restful', 'api']
